,DFS_time,DFS_len,BFS_time,BFS_len,AStar_time,AStar_len
0,0.0,62,0.0,42,0.0010004043579101562,46
1,0.0050008296966552734,893,0.004000663757324219,225,0.004001140594482422,553
2,0.004000663757324219,1026,0.0020008087158203125,124,0.004001140594482422,934
3,0.0,8,0.0,8,0.0,8
4,0.007001638412475586,1113,0.006001472473144531,255,0.002000570297241211,349
5,0.009002208709716797,294,0.0050013065338134766,250,0.012002229690551758,662
6,0.00400090217590332,842,0.007001399993896484,314,0.009001970291137695,930
7,0.010002613067626953,664,0.006001710891723633,198,0.012002229690551758,390
8,0.00500035285949707,868,0.005001068115234375,208,0.004001140594482422,296
9,0.0020003318786621094,550,0.00600123405456543,400,0.002000570297241211,430
10,0.002000570297241211,452,0.002001047134399414,94,0.00800180435180664,904
11,0.0010001659393310547,390,0.0030002593994140625,298,0.003000497817993164,372
12,0.006001710891723633,543,0.004000186920166016,253,0.003000497817993164,605
13,0.010002374649047852,979,0.0020008087158203125,125,0.01100301742553711,1029
14,0.0050008296966552734,552,0.004000663757324219,184,0.0010006427764892578,192
15,0.00800180435180664,810,0.006000518798828125,384,0.004001617431640625,578
16,0.004000425338745117,749,0.003000497817993164,127,0.004001140594482422,449
17,0.006000995635986328,1183,0.0030007362365722656,195,0.0020003318786621094,389
18,0.006001472473144531,1137,0.0019996166229248047,147,0.0020012855529785156,155
19,0.009002685546875,319,0.006001710891723633,279,0.0060007572174072266,767
20,0.007001638412475586,989,0.00400090217590332,177,0.01800394058227539,239
21,0.009001731872558594,1128,0.004000663757324219,212,0.008002042770385742,798
22,0.0030007362365722656,493,0.004000663757324219,169,0.0050013065338134766,477
23,0.0,174,0.0,72,0.003000497817993164,240
24,0.0030007362365722656,598,0.003000497817993164,150,0.0010008811950683594,222
25,0.006002187728881836,1165,0.004000663757324219,197,0.002000570297241211,355
26,0.01000213623046875,872,0.0009999275207519531,86,0.009002208709716797,882
27,0.01000213623046875,320,0.006000995635986328,292,0.004001140594482422,376
28,0.0040013790130615234,222,0.004001140594482422,218,0.0019998550415039062,328
29,0.0050013065338134766,637,0.004001140594482422,215,0.002000093460083008,219
30,0.011002302169799805,484,0.007001161575317383,308,0.01700425148010254,428
31,0.003000497817993164,559,0.0060002803802490234,211,0.004001140594482422,695
32,0.0050008296966552734,1144,0.0029997825622558594,186,0.0010004043579101562,200
33,0.002000570297241211,509,0.005001068115234375,173,0.0010001659393310547,173
34,0.0010006427764892578,303,0.006001472473144531,179,0.0009999275207519531,265
35,0.004000663757324219,624,0.005000591278076172,188,0.003000974655151367,458
36,0.0030007362365722656,791,0.006001710891723633,225,0.0009999275207519531,335
37,0.008002042770385742,681,0.004000663757324219,157,0.013002872467041016,285
38,0.006001710891723633,760,0.004000663757324219,148,0.0009999275207519531,152
39,0.007001399993896484,1137,0.005001068115234375,219,0.006001472473144531,795
40,0.0010001659393310547,406,0.005001544952392578,272,0.002000570297241211,300
41,0.0030012130737304688,539,0.0050013065338134766,189,0.0020003318786621094,311
42,0.002000570297241211,374,0.0030007362365722656,134,0.0020008087158203125,212
43,0.0010001659393310547,99,0.0010001659393310547,59,0.0,59
44,0.003999948501586914,571,0.00400090217590332,151,0.005001544952392578,889
45,0.005001068115234375,931,0.005000591278076172,235,0.007002115249633789,245
46,0.0050008296966552734,770,0.005000114440917969,238,0.011003255844116211,894
47,0.005002021789550781,515,0.006001472473144531,261,0.0019991397857666016,407
48,0.011002540588378906,931,0.007001399993896484,561,0.011003255844116211,1019
49,0.007001161575317383,863,0.002001523971557617,77,0.0,97
50,0.0039997100830078125,943,0.00400090217590332,147,0.002000570297241211,225
51,0.011004447937011719,564,0.0030007362365722656,290,0.004000186920166016,326
52,0.0019998550415039062,301,0.0030007362365722656,203,0.0010004043579101562,299
53,0.00400090217590332,703,0.0010004043579101562,33,0.0,87
54,0.0020003318786621094,610,0.0050008296966552734,242,0.015003681182861328,858
55,0.00800180435180664,617,0.007001161575317383,163,0.002000570297241211,237
56,0.0030007362365722656,518,0.004000663757324219,382,0.0030007362365722656,582
57,0.011002540588378906,621,0.00600123405456543,267,0.002000570297241211,443
58,0.01000213623046875,1013,0.0070018768310546875,327,0.005001068115234375,661
59,0.0050008296966552734,916,0.003000974655151367,198,0.008002042770385742,334
60,0.006001472473144531,1277,0.006002187728881836,165,0.0009999275207519531,299
61,0.0050008296966552734,1210,0.0035049915313720703,176,0.0010960102081298828,176
62,0.013003110885620117,169,0.0020003318786621094,103,0.015003204345703125,169
63,0.0050013065338134766,1129,0.0,53,0.0,53
64,0.008002042770385742,499,0.004001140594482422,161,0.002000570297241211,177
65,0.0030002593994140625,758,0.0010001659393310547,102,0.0020008087158203125,346
66,0.0030012130737304688,650,0.0050013065338134766,234,0.0020003318786621094,286
67,0.005000591278076172,602,0.004000425338745117,218,0.005002021789550781,690
68,0.002000570297241211,628,0.0010001659393310547,80,0.0010004043579101562,156
69,0.01000213623046875,632,0.0050013065338134766,224,0.006001710891723633,626
70,0.002000570297241211,347,0.006001472473144531,321,0.005001068115234375,725
71,0.009001970291137695,754,0.0010001659393310547,68,0.0020003318786621094,350
72,0.0020003318786621094,345,0.0020003318786621094,253,0.002000570297241211,343
73,0.0030002593994140625,480,0.0,30,0.0,46
74,0.007002115249633789,690,0.003000497817993164,108,0.004000425338745117,388
75,0.002000093460083008,295,0.003000497817993164,189,0.004001140594482422,675
76,0.008002042770385742,1200,0.0030007362365722656,172,0.002000093460083008,364
77,0.006001472473144531,354,0.005001544952392578,300,0.003000497817993164,582
78,0.007001638412475586,1269,0.002000093460083008,129,0.0050013065338134766,561
79,0.010002851486206055,525,0.0010004043579101562,63,0.0019998550415039062,339
80,0.008002042770385742,1140,0.003000974655151367,144,0.0050008296966552734,238
81,0.002000093460083008,426,0.003000497817993164,126,0.004001140594482422,382
82,0.008002042770385742,265,0.0020003318786621094,121,0.0,133
83,0.006001472473144531,989,0.005000591278076172,303,0.002001047134399414,339
84,0.010002374649047852,1037,0.008001565933227539,735,0.006001710891723633,1009
85,0.01000213623046875,750,0.0050008296966552734,258,0.009002685546875,806
86,0.009001970291137695,682,0.004000663757324219,180,0.0010004043579101562,180
87,0.0020003318786621094,671,0.00018310546875,49,0.0010004043579101562,49
88,0.002000570297241211,353,0.0070018768310546875,295,0.00400090217590332,775
89,0.0030012130737304688,672,0.005000591278076172,244,0.0010001659393310547,268
90,0.011002302169799805,486,0.0070018768310546875,380,0.015003442764282227,552
91,0.009001970291137695,560,0.007002115249633789,546,0.004000425338745117,716
92,0.0009996891021728516,94,0.0010001659393310547,94,0.0010001659393310547,156
93,0.005001068115234375,672,0.0020008087158203125,124,0.0010001659393310547,204
94,0.0010001659393310547,307,0.0010004043579101562,63,0.0050013065338134766,741
95,0.006001472473144531,1000,0.0020003318786621094,290,0.0020003318786621094,318
96,0.007001638412475586,789,0.007001399993896484,329,0.008001565933227539,497
97,0.007001161575317383,1144,0.0,30,0.0010001659393310547,30
98,0.0,85,0.001001119613647461,85,0.011001825332641602,755
99,0.01300501823425293,96,0.0,28,0.0,28
100,0.00800180435180664,627,0.0010004043579101562,49,0.0009999275207519531,149
101,0.00400090217590332,531,0.0030002593994140625,127,0.0010004043579101562,127
102,0.0030002593994140625,801,0.0010001659393310547,83,0.0010006427764892578,83
103,0.009001731872558594,474,0.003000974655151367,130,0.00800180435180664,536
104,0.006001710891723633,941,0.003000497817993164,107,0.0010001659393310547,107
105,0.010002374649047852,424,0.0050008296966552734,146,0.016003847122192383,380
106,0.004001140594482422,974,0.007001638412475586,754,0.009001970291137695,1298
107,0.00400090217590332,715,0.0020008087158203125,125,0.0010001659393310547,125
108,0.0,79,0.0,47,0.0010001659393310547,119
109,0.00800180435180664,484,0.007001161575317383,406,0.004001140594482422,530
110,0.002000093460083008,459,0.0020008087158203125,91,0.0009996891021728516,109
111,0.004000663757324219,656,0.003000974655151367,144,0.003000974655151367,406
112,0.00600123405456543,601,0.0040013790130615234,125,0.002000093460083008,365
113,0.011002779006958008,628,0.006002187728881836,228,0.0010001659393310547,302
114,0.009001731872558594,917,0.0010004043579101562,75,0.0,75
115,0.0,4,0.0,4,0.0,4
116,0.007000923156738281,1085,0.0,9,0.0,9
117,0.006001472473144531,918,0.00400090217590332,242,0.003000497817993164,490
118,0.010002374649047852,841,0.004000425338745117,245,0.002001047134399414,373
119,0.002000570297241211,474,0.0010006427764892578,134,0.0010001659393310547,134
120,0.011002302169799805,356,0.003000497817993164,106,0.003000974655151367,454
121,0.0030002593994140625,689,0.008001565933227539,273,0.008002042770385742,955
122,0.0050013065338134766,665,0.0050013065338134766,259,0.010001897811889648,851
123,0.0010006427764892578,559,0.0010001659393310547,75,0.0020003318786621094,195
124,0.00800180435180664,819,0.007000923156738281,437,0.009002685546875,811
125,0.006001949310302734,1174,0.00600123405456543,398,0.0050008296966552734,1098
126,0.0010001659393310547,288,0.004001140594482422,162,0.003000497817993164,408
127,0.007000923156738281,474,0.004001140594482422,246,0.004000663757324219,512
128,0.009001970291137695,952,0.0050013065338134766,258,0.004000425338745117,596
129,0.0010004043579101562,204,0.0010004043579101562,72,0.00400090217590332,626
130,0.0010001659393310547,84,0.0010001659393310547,80,0.0,80
131,0.00400090217590332,552,0.0010001659393310547,74,0.0010004043579101562,280
132,0.006001472473144531,898,0.006001472473144531,510,0.005001068115234375,758
133,0.006001472473144531,1299,0.002000570297241211,115,0.0020003318786621094,231
134,0.009002447128295898,1183,0.002000093460083008,145,0.0010001659393310547,145
135,0.003000497817993164,393,0.00500035285949707,319,0.015003442764282227,369
136,0.012002944946289062,360,0.0020003318786621094,74,0.010002374649047852,642
